ticker,AAPL,GSPC,TD
AAPL,0.0003979240593637912,0.0002068042498112686,0.00014559324119395537
GSPC,0.0002068042498112686,0.00016945602577487636,0.00014523366285426565
TD,0.00014559324119395537,0.00014523366285426565,0.00024045444101237936
